Prompt_ID,LeetCode_Link,date_of_first_published_solution,Original_Java_Snippet,Java_link,Original_Python_Snippet,Python_link,Original_C++_Snippet,C++_link,
house_distance,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-i/,1-20-2024,"class Solution {
    public int[] countOfPairs(int n, int x, int y) {
        if (x == y) {
            x = -1;
            y = -1;
        }
        int[] result = new int[n];
        for (int i = 1;i <= n;i++) {
            Queue<int[]> queue = new ArrayDeque<>();
            queue.add(new int[]{i, 0});
            int[] distances = new int[n];
            Arrays.fill(distances, Integer.MAX_VALUE);
            Set<Integer> visited = new HashSet<>();
            while (!queue.isEmpty()) {
                int[] data = queue.poll();
                int node = data[0];
                int steps = data[1];
                distances[node-1] = Math.min(distances[node-1], steps);
                if (visited.contains(node)) {
                    continue;
                }
                visited.add(node);
                if (node == x || node == y) {
                    queue.add(new int[]{node == x ? y : x, steps+1});
                }
                
                if (node + 1 <= n) {
                    queue.add(new int[]{node+1, steps+1});
                }
                if (node - 1 >= 1) {
                    queue.add(new int[]{node-1, steps+1});
                }       
            }
            for (int val : distances) {
                if (val != 0)
                    result[val-1]++;
            }
        }
        return result;
    }
}",https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-i/solutions/4600583/java-bfs/,"class Solution:
    def countOfPairs(self, n: int, x: int, y: int) -> List[int]:
        vis=set()
        if(x==y or x+1==y or y+1==x):
            y=float('inf')
            
        ans=[0 for i in range(n)]
        def do(cur):
            st=[cur]
            lv=0
            while(st):
                o=[]
                for i in st:
                    if(i-1>0 and i-1 not in vis):
                        ans[lv]+=1
                        o.append(i-1)
                        vis.add(i-1)
                    if(i+1<=n and i+1 not in vis):
                        ans[lv]+=1
                        o.append(i+1)
                        vis.add(i+1)
                    if(i==x):
                        if(y not in vis):
                            ans[lv]+=1
                            o.append(y)
                            vis.add(y)
                    if(i==y):
                        if(x not in vis):
                            ans[lv]+=1
                            o.append(x)
                            vis.add(x)
                st=o
                lv+=1
                # print(o,lv,cur)
                        
                    
        for i in range(1,n+1):
            vis={float('inf'),i}
            do(i)
        return ans
    ",https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-i/solutions/4600666/bfs-finding-depths-brute-force/,"class Solution {
public:
    
    vector<int> countOfPairs(int n, int x, int y) {
        vector<int> ans(n, 0);
        for (int i = 1; i <= n; ++i) {
            for (int j = i + 1; j <= n; ++j) {
                int d = min(abs(i - j), min(abs(i - x) + 1 + abs(y - j), abs(i - y) + 1 + abs(x - j)));
                ans[d - 1] += 2;
            }
        }
        return ans;
    }

};",https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-i/solutions/4600586/beats-81-of-codes-easy-solution/,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-i/solutions/4600586/beats-81-of-codes-easy-solution/
longest_common_prefix,https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix/,2-17-2024,"class Solution {
  public int longestCommonPrefix(int[] arr1, int[] arr2) {
    List<String> one = new ArrayList<>();
    for (int num : arr1) {
      one.add(Integer.toString(num));
    }

    List<String> two = new ArrayList<>();
    for (int num : arr2) {
      two.add(Integer.toString(num));
    }

    return dfs(one, two, 0);
  }

  private int dfs(List<String> one, List<String> two, int depth) {
    Map<Integer, List<String>> m1 = split(one);
    Map<Integer, List<String>> m2 = split(two);

    int max = depth;
    for (int key : m1.keySet()) {
      if (m2.containsKey(key)) {
        max = Math.max(max, dfs(m1.get(key), m2.get(key), depth + 1));
      }
    }

    return max;
  }

  private Map<Integer, List<String>> split(List<String> one) {
    Map<Integer, List<String>> m = new HashMap<>();
    for (String s : one) {
      if (!s.isEmpty()) {
        int d = s.charAt(0) - '0';
        m.putIfAbsent(d, new ArrayList<>());
        m.get(d).add(s.substring(1));
      }
    }

    return m;
  }
}",https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix/solutions/4744423/dfs/,"class Solution:
    def longestCommonPrefix(self, arr11: List[int], arr21: List[int]) -> int:
        d = defaultdict(int)
        p = defaultdict(int)
        arr1 = list(set(arr11))
        arr2 = list(set(arr21))
        count = 0
        for i in arr1:
            if d[i]==0:
                d[i]+=1
                a = str(i)
                if len(a)>1:
                    t = len(a)-1
                    while t>0:
                        if d[int(a[:t])]>0:
                            break
                        else:
                            d[int(a[:t])]+=1
                            t-=1
        for i in arr2:
            if p[i]==0:
                p[i]+=1
                a = str(i)
                if d[i]>0:
                    count = max(count,len(a))
                elif len(a)>1:
                    t = len(a)-1
                    while t>0:
                        if d[int(a[:t])]>0:
                            count = max(count,len(a[:t]))
                            break
                        else:
                            p[int(a[:t])]+=1
                            t-=1
        return count",https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix/solutions/4744452/easy-python-solution/,"#include <string>
class Solution {
private:
    struct TrieNode{
        char num;
        unordered_map<int,TrieNode*> map;
        TrieNode(char c): num(c) {};
    };
public:
    int longestCommonPrefix(vector<int>& arr1, vector<int>& arr2) {
        TrieNode* root = new TrieNode(' ');
        for(auto& ch: arr1){
            stringstream ss;
            ss << ch;
            string str = ss.str();
            TrieNode* cur = root;
            for(auto& ch: str){
                if(!cur -> map.count(ch)){
                    TrieNode* tmp = new TrieNode(ch);
                    cur -> map[ch] = tmp;
                }
                cur = cur -> map[ch];
            }
        }
        
        int ans = 0;
        for(auto& ch: arr2){
            stringstream ss;
            ss << ch;
            string str = ss.str();
            TrieNode* cur = root;
            int cnt = 0;
            for(auto& ch: str){
                if(!cur -> map.count(ch)) break;
                cnt += 1;
                cur = cur -> map[ch];
            }
            ans = max(ans,cnt);
        }
        return ans;
    }
};",https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix/solutions/4744428/c-trie/,
longest_substring_thrice,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-ii/,12-30-2023,"class Solution {
  public int maximumLength(String s) {
    // top three longest length of each char
    int[][] count = new int[26][3];
    final int n = s.length();
    for (int i = 0, j = 0; i < n; i = j) {
      char c = s.charAt(i);
      // count the length of special substring
      while (j < n && s.charAt(j) == c) {
        j++;
      }

      // save the top three longest length
      int[] t = count[c - 'a'];
      Arrays.sort(t);
      t[0] = Math.max(t[0], j - i);
    }

    int result = -1;
    for (int[] p : count) {
      Arrays.sort(p);
      int a = p[0];
      int b = p[1];
      int c = p[2];

      // invalid special substring
      // [0, 1 ,1]
      // [0, 0 ,2]
      if (a + b + c < 3) {
        continue;
      }

      if (a == b && a == c) {
        // pick top three special substring
        result = Math.max(result, c);
      }

      if (c == b + 1 || c == b) {
        // pick top two special substring
        result = Math.max(result, c - 1);
      } else {
        // pick top one special substring
        result = Math.max(result, c - 2);
      }
    }

    return result;
  }
}",https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-ii/solutions/4480938/top-three-longest-special-substring/,"class Solution(object):
    def maximumLength(self, s):
        """"""
        :type s: str
        :rtype: int
        """"""
        s = s + '-'
        maps = collections.defaultdict(list)
        count = 1
        for i in range(1, len(s)):
            if s[i] == s[i - 1]:
                count += 1
            else:
                maps[s[i - 1]].append(count)
                count = 1
        res = -1
        for key in maps.keys():
            val = self.compute(maps[key])
            res = max(res, val)
        return res
    
    def compute(self, arr):
        left, right = 0, max(arr)
        while left < right:
            mid = (left + right + 1) / 2
            count = 0
            for ele in arr:
                if ele >= mid:
                    count += (ele - mid + 1)
            if count >= 3:
                left = mid
            else:
                right = mid - 1
        return left if left >= 1 else -1",https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-ii/solutions/4480977/binary-search-for-general-case/,"class Solution {
public:
    int maximumLength(string s) {
        int ans = -1;
        unordered_map<char, int>mp;
        string aux="""";
        for(int i = 0;i<s.length();i++){
            mp[s[i]]++;
        }
        for(auto x : mp){
            int y = x.second;
            char c = x.first;
            map<int, int>map2;
            int length = 0;
            int sum = 0;
            for(int i = 0;i<s.length();i++){
                if(s[i]==c){
                    length++;
                }
                else{
                    if(length){
                        map2[length]++;
                        sum++;
                    }
                    length = 0;
                }
            }
            if(length!=0){
                map2[length]++;
                sum++;
            }
            int size = map2.size();
            for(auto var : map2){
                int r = 3-var.second;
                int l = var.first;
                if(var.second>=3)
                    ans = max(ans, l);
                else if(var.second==2)
                    ans = max(ans, l-1);
                else if(size>1)
                    ans = max(ans, l);
                else if(var.first>2)
                        ans = max(ans, l-2);
                size--;
                }                    
        }
        if(ans==0)
            return -1;
        return ans;
    }
};",https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-ii/solutions/4480947/check-for-each-alphabet-one-by-one/,
max_good_subarray_sum,https://leetcode.com/problems/maximum-good-subarray-sum/,02-03-2024,"class Solution {
    
    long prefixSum[];
    
    public long maximumSubarraySum(int[] nums, int k) {
        prefixSum = new long[nums.length];
        prefixSum[0] = nums[0];
        for (int i = 1; i < nums.length; i++) {
            prefixSum[i] = prefixSum[i - 1] + nums[i];
        }
        
        long max = Long.MIN_VALUE;
        HashMap<Integer, Integer> idxByNum = new HashMap<>();
        for (int i = 0; i < nums.length; i++) {
            if (idxByNum.containsKey(k + nums[i])) {
                int idx = idxByNum.get(k + nums[i]);
                max = Math.max(max, sum(idx, i));
            }
            if (idxByNum.containsKey(nums[i] - k)) {
                int idx = idxByNum.get(nums[i] - k);
                max = Math.max(max, sum(idx, i));
            }
            
            if (idxByNum.containsKey(nums[i])) {
                int prev = idxByNum.get(nums[i]);
                if (sum(prev + 1, i) < 0) {
                    idxByNum.put(nums[i], i);
                }
            } else {
                idxByNum.put(nums[i], i);
            }
        }
        return max == Long.MIN_VALUE ? 0 : max;
    }
    
    public long sum(int fromInclusive, int endInclusive) {
        return prefixSum[endInclusive] - (fromInclusive > 0 ? prefixSum[fromInclusive - 1] : 0);
    }
}",https://leetcode.com/problems/maximum-good-subarray-sum/solutions/4671694/hashmap-prefix-sum-with-proof/,"class Solution:
    def maximumSubarraySum(self, nums: List[int], k: int) -> int:
        pref=list(accumulate(nums,initial=0))
        d={}
        ans=float('-inf')
        for i,x in enumerate(nums):
            if x not in d:
                d[x]=i
            elif pref[i]<pref[d[x]]:
                d[x]=i
            target=[x-k,x+k]
            for t in target:
                if t in d:
                    ans=max(ans,pref[i+1]-pref[d[t]])
        return ans if ans!=float(""-inf"") else 0",https://leetcode.com/problems/maximum-good-subarray-sum/solutions/4671702/prefix-sum-and-best-left-index-map/,"class Solution {
public:
    long long maximumSubarraySum(vector<int>& nums, int k) {
        int n=nums.size();
        vector<long long>pre(n);
        pre[0]=nums[0];
        for(int i=1;i<nums.size();i++)
        {
            pre[i]=pre[i-1]+nums[i];
        }
        unordered_map<int,vector<int>>mp;
        long long ans=-1e16;
        mp[nums[0]].push_back(0);
        for(int i=1;i<n;i++)
        {
            for(auto it:mp[nums[i]-k])
            {
                long long sum=pre[i]-(it==0?0:pre[it-1]);
                ans=max(ans,sum);
            }
            for(auto it:mp[nums[i]+k])
            {
                long long sum=pre[i]-(it==0?0:pre[it-1]);
                ans=max(ans,sum);
            }
            mp[nums[i]].push_back(i);
        }
        return ans==-1e16?0:ans;
    }
};",https://leetcode.com/problems/maximum-good-subarray-sum/solutions/4671686/c/,
max_num_elements_subsets,https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset/,01-27-2024,"class Solution {
  public int maximumLength(int[] nums) {
    int max = 0;
    // [number, count]
    TreeMap<Integer, Integer> count = new TreeMap<>();
    for (int num : nums) {
      max = Math.max(max, num);
      count.merge(num, 1, Integer::sum);
    }

    int result = 1;
    // iterator returns the entries in ascending key order
    for (Map.Entry<Integer, Integer> entry : count.entrySet()) {
      int key = entry.getKey();
      int value = entry.getValue();

      // the first must larger or equal than 2
      if (value < 2) {
        continue;
      }

      // fast fail
      if ((long) key * key > max) {
        break;
      }

      // [1,1,1,...,1,1] always follows the pattern
      if (key == 1) {
        // pay attention to odd number of 1
        if (value % 2 == 0) {
          result = Math.max(result, value - 1);
        } else {
          result = Math.max(result, value);
        }
        continue;
      }

      // check all pattern number
      for (int i = 0; true; i++) {
        key *= key;
        int m = count.getOrDefault(key, 0);
        // stop on m < 2
        if (m == 1) {
          result = Math.max(result, (i + 1) * 2 + 1);
          break;
        }

        if (m == 0) {
          result = Math.max(result, (i + 1) * 2 - 1);
          break;
        }
      }
    }

    return result;
  }
}",https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset/solutions/4636699/check-all-possible-x-with-pattern/,"class Solution:
    def maximumLength(self, nums: List[int]) -> int:
        cnt = collections.Counter(nums)
        res = 1
        if 1 in cnt:
            one = cnt[1]
            if one % 2 == 0:
                res = one - 1
            else:
                res = one
        seen = {1}
        for k in sorted(cnt.keys()):
            if k not in seen:
                if cnt[k] > 1:
                    curMax = 1
                    cur = k
                    while cur * cur in cnt:
                        curMax += 1
                        cur = cur * cur
                        if cnt[cur] == 1:
                            break
                        seen.add(cur)
                    res = max(res, curMax * 2 - 1)
            seen.add(k)
        return res",https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset/solutions/4636709/python-easy-solution/,"typedef long long ll;

class Solution {
public:
    bool checkPerfectSquare(ll x) {
        
        if(ceil(double(sqrt(x))) == floor(double(sqrt(x)))) return true;
        else return false;
    }
    
    int maximumLength(vector<int>& nums) {
        
        unordered_map<int, int> map;
        
        for(auto x : nums) {
            map[x]++;
        }
        
        int subLen = 1;
        for(ll x : nums) {
            int tempLen = 1;
            
            // Edge case i.e. when the current element is 1. It can 
            // include as many odd number of 1 in its subset.
            if(x == 1) {
                if(map[x] != 1) subLen = max(subLen, map[x] - (map[x]%2 == 0));
                continue;
            }
            
            // First check whether the current no. itself is eligible to be a perfect square.
            while(checkPerfectSquare(x)) {

                // Then check the other condition for it predecessors

                ll sqrtX = sqrt(x);
                if(map.find(sqrtX) != map.end() && map[sqrtX] >=2) {
                    tempLen += 2;
                }
                else {
                    break;
                }

                // Reduce the peak
                x = sqrtX;
            }
            
            subLen = max(subLen, tempLen);
        }
        
        return subLen;
    }
};",https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset/solutions/4636706/hashmap-or-unordered-map-easy-and-explanation/,
max_num_less_eq_k,https://leetcode.com/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k/,01-13-2024,"public class Solution {
    public long count(long k, int bit, int x) {
        if (k < bit)
            return 0;
        long n = 1, bits = bit, p = 1;
        while (2 * bits + (p % x == 0 ? n : 0) <= k) {
            bits = 2 * bits + (p % x == 0 ? n : 0);
            n *= 2;
            ++p;
        }
        return n + count(k - bits, bit + (p % x == 0 ? 1 : 0), x);
    }

    public long findMaximumNumber(long k, int x) {
        return count(k, 0, x) - 1;
    }

    
}",https://leetcode.com/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k/solutions/4561785/java/,"class Solution:
    def __init__(self):
        self.x = None

    def price(self, num):
        res = 0
        for i in range(self.x - 1, 64, self.x):
            numModTwoTimesI = num % (1 << (i + 1))
            res += ((num - numModTwoTimesI) >> 1) + max(numModTwoTimesI - (1 << i), 0)
        return res

    def findMaximumNumber(self, k: int, x: int) -> int:
        self.x = x
        return bisect_right(range((1 << 63) - 1), k, key=self.price) - 2",https://leetcode.com/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k/solutions/4561717/binary-search-over-answer/,"class Solution {
public:
    long long findMaximumNumber(long long k, int x) {
        long long ans;
        long long l = 0, r = 1e17;
        vector<int> v;    //bits which should be considered
        for (int i = 0; i < 54;i++){
            if(((i+1)%x)==0)
                v.push_back(i);
        }
        while (l <= r)
        {
            long long m = (l + r) / 2;
            long long count = 0;
            long long one=1;
            for(int i: v){
                count += ((m + 1) / (one<<(i+1)))*(one<<i);   //in ith bit 2^i 0s and 1s repeat
                long long t=(m+1)/(one<<i);     // number of one set 0 and 1

                if(t&1){                      //t is odd
                    count += (m+1)%(one<<i);  //then all 0s are covered and at last few 1s may be present add these 1s
                }

            }

            if(count<=k){
                ans = m;
                l = m + 1;
            }
            else{
                r = m - 1;
            }
        }
        return ans;
        }
};",https://leetcode.com/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k/solutions/4561777/easy-binary-search-with-explanation/,
max_num_ops,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-ii/,02-17-2024,"class Solution {
    int N = 0;
    Integer[][] memo1, memo2, memo3;
    public int maxOperations(int[] nums) {
        N = nums.length;
        memo1 = new Integer[N][N];
        memo2 = new Integer[N][N];
        memo3 = new Integer[N][N];
        
        int sum1 = nums[0] + nums[1];
        int sum2 = nums[N - 1] + nums[N - 2];
        int sum3 = nums[0] + nums[N - 1];
        return Math.max(Math.max(helper(nums, 0, N - 1, sum2, memo2), helper(nums, 0, N - 1, sum1, memo1)), helper(nums, 0, N - 1, sum3, memo3));
    }
    
    int helper(int[] nums, int l, int r, int sum, Integer[][] memo) {
        if(l > r - 1) return 0;
        if(memo[l][r] != null) return memo[l][r];
        int res1 = 0, res2 = 0, res3 = 0;
        if(nums[l] + nums[l + 1] == sum) {
            res1 = 1 + helper(nums, l + 2, r, sum, memo);
        }
        if(nums[r] + nums[r - 1] == sum) {
            res2 = 1 + helper(nums, l, r - 2, sum, memo);
        }
        if(nums[l] + nums[r] == sum) {
            res3 = 1 + helper(nums, l + 1, r - 1, sum, memo);
        }
        return memo[l][r] = Math.max(Math.max(res1, res2), res3);
    }

}",https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-ii/solutions/4742267/java-dp-topdown/,"class Solution:
    def maxOperations(self, nums: List[int]) -> int:
        n = len(nums)
        if n == 1: return 0
        @cache
        def dfs(target, start, end):
            if end - start <= 0:
                return 0
            p1 = p2 = p3 = 0
            if nums[start] + nums[start+1] == target:
                p1 = 1 + dfs(target, start+2, end)
            if nums[start] + nums[end] == target:
                p2 = 1 + dfs(target, start+1, end-1)
            if nums[end] + nums[end-1] == target:
                p3 = 1 + dfs(target, start, end-2)
            return max(p1, p2, p3)
        return max(dfs(nums[0]+nums[1], 0, n-1), dfs(nums[0]+nums[-1], 0, n-1), dfs(nums[-1]+nums[-2], 0, n-1))",https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-ii/solutions/4742269/dp-solution/,"class Solution {
public:
    vector<vector<int>>dp;
    int solve(int l,int r,int score,vector<int>&nums)
    {
        if(l>=r)return 0;
        if(dp[l][r]!=-1)return dp[l][r];
        
        int ans=0;
        if(nums[l]+nums[l+1]==score)ans=max(ans,1+solve(l+2,r,score,nums));
        if(nums[r]+nums[r-1]==score)ans=max(ans,1+solve(l,r-2,score,nums));
        if(nums[l]+nums[r]==score)ans=max(ans,1+solve(l+1,r-1,score,nums));
        
        return dp[l][r]=ans;
    }
    int maxOperations(vector<int>& nums) {
        dp.resize(nums.size()+1,vector<int>(nums.size()+1,-1));
        int n=nums.size();
        int ans=0;
        ans=max(ans,1+solve(2,n-1,nums[0]+nums[1],nums));
        ans=max(ans,1+solve(0,n-3,nums[n-1]+nums[n-2],nums));
        ans=max(ans,1+solve(1,n-2,nums[0]+nums[n-1],nums));
        return ans;
    }
};",https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-ii/solutions/4742284/c-dp-easy-solution-memoization/,
max_palindrome_ops,https://leetcode.com/problems/maximum-palindromes-after-operations/,02-10-2024,"class Solution {
    public int maxPalindromesAfterOperations(String[] words) {
        PriorityQueue<Integer> pq = new PriorityQueue<>();
        
        int[] freq = new int[26];
        for(String word: words) {
            pq.add(word.length());
            for(char ch: word.toCharArray()) {
                freq[ch - 'a']++;
            }
        }
        
        int cnt = 0;
        while(!pq.isEmpty()) {
            int n = pq.poll();
            
            if(n%2 != 0) {
                for(int i=0; i<26; i++) {
                    if(freq[i]%2 != 0) {
                        n -= 1;
                        freq[i]-=1;
                        if(n == 0) cnt++;
                        break;
                    }
                }
            }
            
            if(n != 0) {
                for(int i=0; i<26; i++) {
                    if(freq[i]>=n) {
                        cnt++;
                        freq[i] -= n;
                        break;
                    } else {
                        int nc = freq[i]/2;
                        n -= 2*nc;
                        freq[i] -= 2*nc;
                    }
                }
            }
        }
        
        return cnt;
    }
}",https://leetcode.com/problems/maximum-palindromes-after-operations/solutions/4708804/simplest-appraoch/,"class Solution:
    def maxPalindromesAfterOperations(self, words: List[str]) -> int:
        n = len(words)
        v = Counter(''.join(words)).most_common()     
        v = sum([f//2 for a,f in v])        
        sizes = [len(w) for w in words]
        sizes.sort()
        
        ans = 0
        for i in range(n):
            need = sizes[i]//2
            x = min(need,v)
            v-=x 
            need-=x
            if need==0:
                ans+=1
        
        return ans
",https://leetcode.com/problems/maximum-palindromes-after-operations/solutions/4708762/greedy-and-sorting-python/,"int maxPalindromesAfterOperations(vector<string> words) {
    int n = words.size();
    vector<int> chrs(26);
    vector<int> lens;
    for(auto& word : words){
        for(char c : word){
            chrs[c-'a']++;
        }
        lens.push_back(word.size());
    }
    int pairs=0,singles =0;
    for(int x : chrs){
        pairs += x/2;
        singles += (x%2);
    }
    sort(lens.begin(), lens.end());
    int ans = 0;
    for(int i=0;i<n;i++){
        int len = lens[i];
        bool odd = (len%2);
        if (odd){
            if (singles)
                singles--;
            else {
                pairs--;
                singles++;
            }
            len--;
        }
        if (pairs >= len/2){
            ans++;
            pairs -= len/2;
        }
    }
    return ans;
}",https://leetcode.com/problems/maximum-palindromes-after-operations/solutions/4708753/count-pairs-and-singles-detailed-explanation-c/,
max_set_removals,https://leetcode.com/problems/maximum-size-of-a-set-after-removals/,01-06-2024,"class Solution {
    public int maximumSetSize(int[] nums1, int[] nums2) {
        Arrays.sort(nums1);
        Arrays.sort(nums2);
        int dyn=0; //count of elements which contains in both arrays i.e. dynamic
        int n=nums1.length;
        int c=n/2; //cutoff elements
        int a=0; //count of nums1 elements to be added
        int b=0; //count of nums2 elements to be added
        int idx1=0;
        int idx2=0;
        HashSet<Integer> hs=new HashSet<>(); //Hashset to see which elements are visisted
        
        while(idx1<n||idx2<n){
            int val1=Integer.MAX_VALUE;
            int val2=Integer.MAX_VALUE;
            if(idx1<n) val1=nums1[idx1];
            if(idx2<n) val2=nums2[idx2];
            if(val1==val2){ //same element
                idx1++;
                idx2++;
                if(hs.contains(val1)) continue;
                hs.add(val1);
                dyn++;
            }else if(val1<val2){ //nums1 element is small
                idx1++;
                if(hs.contains(val1)||a==c) continue; //a==c means, we have already reached cutoff for a
                hs.add(val1);
                a++;
            }else{ //nums2 element is small
                idx2++;
                if(hs.contains(val2)||b==c) continue; //b==c means, we have already reached cutoff for b
                hs.add(val2);
                b++;
            }
        }
        
        if(a+b<n) // if total elements from a and b are less than n then take elemnts from dynamic
            if(a+b+dyn>n) return n;
            else return a+b+dyn;
        return a+b;
    }
}",https://leetcode.com/problems/maximum-size-of-a-set-after-removals/solutions/4520686/simple-solution-with-comments-java/,"class Solution:
    def maximumSetSize(self, nums1: List[int], nums2: List[int]) -> int:
        n = len(nums1)
        S1, S2 = set(nums1), set(nums2)
        s1, s2 = set(nums1), set(nums2)
        if len(S1) > n//2:
            for num in s1:
                if num in S2:
                    S1.remove(num)
                    if len(S1) == n//2: break
            while len(S1) > n//2:
                for num in s1:
                    if num in S1:
                        S1.remove(num)
                        if len(S1) == n//2: break
        if len(S2) > n//2:
            for num in s2:
                if num in S1:
                    S2.remove(num)
                    if len(S2) == n//2: break
            while len(S2) > n//2:
                for num in s2:
                    if num in S2:
                        S2.remove(num)
                        if len(S2) == n//2: break
                    
        return len(S1 | S2)
        ",https://leetcode.com/problems/maximum-size-of-a-set-after-removals/solutions/4520682/python-solution-set/,"class Solution {
public:
    int maximumSetSize(vector<int>& A, vector<int>& B) {
        int n=A.size();
        unordered_set<int>s1(A.begin(),A.end());
        unordered_set<int>s2(B.begin(),B.end());
        int i=0,j=0;
        unordered_set<int>st;
        // Add all unique elements first

        for(auto&it:s1){
            if(i==n/2) break;
            if(s2.find(it)==s2.end()) {
                st.insert(it);
                i++;
            }
        }
        for(auto&it:s2){
            if(j==n/2) break;
            if(s1.find(it)==s1.end()) {
                st.insert(it);
                j++;
            }
        }

        //If we still have some elements left, add duplicates

        if(i<n/2){
            for(auto&it:s1){
                if(i==n/2) break;
                if(s2.find(it)!=s2.end()) {
                    st.insert(it);
                    // to add it in different n/2 set from s2
                    s2.erase(it);
                    i++;
                }
            }
        }
        if(j<n/2){
            for(auto&it:s2){
                if(j==n/2) break;
                if(s1.find(it)!=s1.end()) {
                    st.insert(it);
                    j++;
                }
            }
        }
        return st.size();
    }
};",https://leetcode.com/problems/maximum-size-of-a-set-after-removals/solutions/4520676/set-easy/,
max_sq_area,https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field/,12-23-2023,"class Solution {
  private static final int modulo = (int) 1e9 + 7;

  public int maximizeSquareArea(int m, int n, int[] hFences, int[] vFences) {
    Set<Integer> seen = new HashSet<>();
    int l = hFences.length + 2;
    int[] h = Arrays.copyOf(hFences, l);
    // add both boundary
    h[l - 2] = 1;
    h[l - 1] = m;
    for (int i = 0; i < l; i++) {
      for (int j = i + 1; j < l; j++) {
        seen.add(Math.abs(h[j] - h[i]));
      }
    }

    l = vFences.length + 2;
    int[] v = Arrays.copyOf(vFences, l);
    // add both boundary
    v[l - 2] = 1;
    v[l - 1] = n;

    int gap = 0;
    // check vertical fences
    for (int i = 0; i < l; i++) {
      for (int j = i + 1; j < l; j++) {
        int distance = Math.abs(v[j] - v[i]);
        if (seen.contains(distance)) {
          gap = Math.max(gap, distance);
        }
      }
    }

    if (gap == 0) {
      return -1;
    }

    return (int) ((long) gap * gap % modulo);
  }
}
",https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field/solutions/4449488/largest-common-gap-between-fences/,"
class Solution:
    def maximizeSquareArea(self, m: int, n: int, hFences: List[int], vFences: List[int]) -> int:
        sects = defaultdict(list)
        hFences.insert(0, 1); hFences.append(m)
        vFences.insert(0, 1); vFences.append(n)
        hFences.sort(); vFences.sort()
        answer = -1
        for h in hFences:
            for v in vFences:
                if h-v not in sects:
                    sects[h-v] = [h, v]
                else:
                    answer = max(answer, (h-sects[h-v][0]) * (v-sects[h-v][1]))
        if answer == -1: return -1
        return answer % 1000000007    ",https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field/solutions/4449536/python3-hash/,"class Solution {
public:
    int maximizeSquareArea(int m, int n, vector<int>& H, vector<int>& V) {
        int mod = 1E9 + 7;
        
        // also push boundries of vertical and horizontal frence
        H.push_back(1), H.push_back(m);
        V.push_back(1), V.push_back(n);
        
        // sort all horizontal frence and vertical frence
        sort(H.begin(), H.end());
        sort(V.begin(), V.end());
        
        // calculate all possible horizontal length for area with removing some h_frence
        unordered_set<int> h_len;
        for(int i = 0; i < H.size(); i++) {
            for(int j = i + 1; j < H.size(); j++) {
                h_len.insert(H[j] - H[i]);
            }
        }
        
        long long ans = -1;
        
         // calculate all possible vertical length for area with removing some h_frence
        for(int i = 0; i < V.size(); i++) {
            for(int j = i + 1; j < V.size(); j++) {
                int v_len = V[j] - V[i];
                // horizontal length match to vertical length then we make square with length v_len
                if(h_len.count(v_len)) ans = max(ans, v_len * 1ll * v_len);
            }
        }
        
        
        return ans % mod;
    }
};",https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field/solutions/4449490/cpp-very-easy-subarray-question-with-explanation/,
